bsdf_data
angles=deg bsdf=value scale=1
10	0
25	200	0.017703
25	210	0.017629
25	220	0.018204
25	230	0.018414
25	240	0.018952
25	250	0.019705
25	260	0.020732
25	270	0.021403
25	280	0.022943
25	290	0.023697
25	300	0.024724
25	310	0.025684
25	320	0.026361
25	330	0.026991
25	340	0.027460
25	350	0.028183
30	0	0.025416
30	10	0.025606
30	20	0.025416
30	30	0.025340
30	40	0.024848
30	50	0.024764
30	60	0.024211
30	70	0.023600
30	80	0.022915
30	90	0.021758
30	100	0.020500
30	110	0.019599
30	120	0.018628
30	130	0.017556
30	140	0.016806
30	150	0.016431
30	160	0.015606
30	170	0.015788
30	180	0.015231
30	190	0.015264
30	200	0.015231
30	210	0.015788
30	220	0.015606
30	230	0.016431
30	240	0.016806
30	250	0.017556
30	260	0.018628
30	270	0.019599
30	280	0.020500
30	290	0.021758
30	300	0.022915
30	310	0.023600
30	320	0.024211
30	330	0.024764
30	340	0.024848
30	350	0.025340
35	0	0.022553
35	10	0.022478
35	20	0.022553
35	30	0.022450
35	40	0.022406
35	50	0.022007
35	60	0.021619
35	70	0.021202
35	80	0.020535
35	90	0.019716
35	100	0.018825
35	110	0.017345
35	120	0.016421
35	130	0.015568
35	140	0.014832
35	150	0.014260
35	160	0.013991
35	170	0.013317
35	180	0.013332
35	190	0.013313
35	200	0.013332
35	210	0.013317
35	220	0.013991
35	230	0.014260
35	240	0.014832
35	250	0.015568
35	260	0.016421
35	270	0.017345
35	280	0.018825
35	290	0.019716
35	300	0.020535
35	310	0.021202
35	320	0.021619
35	330	0.022007
35	340	0.022406
35	350	0.022450
40	0	0.019970
40	10	0.019939
40	20	0.019970
40	30	0.019602
40	40	0.019825
40	50	0.019677
40	60	0.019590
40	70	0.019120
40	80	0.018394
40	90	0.017945
40	100	0.016911
40	110	0.015583
40	120	0.014728
40	130	0.013824
40	140	0.013038
40	150	0.012498
40	160	0.012142
40	170	0.012007
40	180	0.011992
40	190	0.011558
40	200	0.011992
40	210	0.012007
40	220	0.012142
40	230	0.012498
40	240	0.013038
40	250	0.013824
40	260	0.014728
40	270	0.015583
40	280	0.016911
40	290	0.017945
40	300	0.018394
40	310	0.019120
40	320	0.019590
40	330	0.019677
40	340	0.019825
40	350	0.019602
45	0	0.017535
45	10	0.017461
45	20	0.017535
45	30	0.017592
45	40	0.017306
45	50	0.017489
45	60	0.017806
45	70	0.017410
45	80	0.017008
45	90	0.016191
45	100	0.015341
45	110	0.014403
45	120	0.013726
45	130	0.012779
45	140	0.011830
45	150	0.011278
45	160	0.010851
45	170	0.010706
45	180	0.010563
45	190	0.010702
45	200	0.010563
45	210	0.010706
45	220	0.010851
45	230	0.011278
45	240	0.011830
45	250	0.012779
45	260	0.013726
45	270	0.014403
45	280	0.015341
45	290	0.016191
45	300	0.017008
45	310	0.017410
45	320	0.017806
45	330	0.017489
45	340	0.017306
45	350	0.017592
50	0	0.015553
50	10	0.015410
50	20	0.015553
50	30	0.015269
50	40	0.015615
50	50	0.015759
50	60	0.015728
50	70	0.016006
50	80	0.015687
50	90	0.015033
50	100	0.014390
50	110	0.013256
50	120	0.012182
50	130	0.011476
50	140	0.010670
50	150	0.010260
50	160	0.009979
50	170	0.009644
50	180	0.009492
50	190	0.009497
50	200	0.009492
50	210	0.009644
50	220	0.009979
50	230	0.010260
50	240	0.010670
50	250	0.011476
50	260	0.012182
50	270	0.013256
50	280	0.014390
50	290	0.015033
50	300	0.015687
50	310	0.016006
50	320	0.015728
50	330	0.015759
50	340	0.015615
50	350	0.015269
55	0	0.013916
55	10	0.014070
55	20	0.013916
55	30	0.014055
55	40	0.014318
55	50	0.014477
55	60	0.014567
55	70	0.014907
55	80	0.014463
55	90	0.013836
55	100	0.013178
55	110	0.012353
55	120	0.011426
55	130	0.010642
55	140	0.010202
55	150	0.009379
55	160	0.009208
55	170	0.008880
55	180	0.008646
55	190	0.008602
55	200	0.008646
55	210	0.008880
55	220	0.009208
55	230	0.009379
55	240	0.010202
55	250	0.010642
55	260	0.011426
55	270	0.012353
55	280	0.013178
55	290	0.013836
55	300	0.014463
55	310	0.014907
55	320	0.014567
55	330	0.014477
55	340	0.014318
55	350	0.014055
60	0	0.012779
60	10	0.012514
60	20	0.012779
60	30	0.013042
60	40	0.013151
60	50	0.013005
60	60	0.013562
60	70	0.013801
60	80	0.013940
60	90	0.013401
60	100	0.012358
60	110	0.011678
60	120	0.010918
60	130	0.010256
60	140	0.009479
60	150	0.008892
60	160	0.008727
60	170	0.008402
60	180	0.008039
60	190	0.007956
60	200	0.008039
60	210	0.008402
60	220	0.008727
60	230	0.008892
60	240	0.009479
60	250	0.010256
60	260	0.010918
60	270	0.011678
60	280	0.012358
60	290	0.013401
60	300	0.013940
60	310	0.013801
60	320	0.013562
60	330	0.013005
60	340	0.013151
60	350	0.013042
65	0	0.011805
65	10	0.011824
65	20	0.011805
65	30	0.011802
65	40	0.012092
65	50	0.012638
65	60	0.013109
65	70	0.013394
65	80	0.012966
65	90	0.012754
65	100	0.012315
65	110	0.011460
65	120	0.010408
65	130	0.009494
65	140	0.009019
65	150	0.008557
65	160	0.008166
65	170	0.007865
65	180	0.007676
65	190	0.007308
65	200	0.007676
65	210	0.007865
65	220	0.008166
65	230	0.008557
65	240	0.009019
65	250	0.009494
65	260	0.010408
65	270	0.011460
65	280	0.012315
65	290	0.012754
65	300	0.012966
65	310	0.013394
65	320	0.013109
65	330	0.012638
65	340	0.012092
65	350	0.011802
70	0	0.011187
70	10	0.010975
70	20	0.011187
70	30	0.011722
70	40	0.012466
70	50	0.012220
70	60	0.012452
70	70	0.013485
70	80	0.013727
70	90	0.012941
70	100	0.012536
70	110	0.010982
70	120	0.010545
70	130	0.009619
70	140	0.009088
70	150	0.008434
70	160	0.007849
70	170	0.007748
70	180	0.007521
70	190	0.007269
70	200	0.007521
70	210	0.007748
70	220	0.007849
70	230	0.008434
70	240	0.009088
70	250	0.009619
70	260	0.010545
70	270	0.010982
70	280	0.012536
70	290	0.012941
70	300	0.013727
70	310	0.013485
70	320	0.012452
70	330	0.012220
70	340	0.012466
70	350	0.011722
75	0	0.010767
75	10	0.011187
75	20	0.010767
75	30	0.011382
75	40	0.011222
75	50	0.011991
75	60	0.013707
75	70	0.013522
75	80	0.013387
75	90	0.013196
75	100	0.012686
75	110	0.011690
75	120	0.010644
75	130	0.009906
75	140	0.008855
75	150	0.008476
75	160	0.007937
75	170	0.007366
75	180	0.007452
75	190	0.007004
